t[s],AI 0 (V),AI 2 (V),AI 4 (V),AI 1 (A),AI 3 (A),AI 5 (A)
1.41112,464.517,-1586.84,1121.35,-4.88281,-7.32422,18.3105
1.41116,445.452,-1602.85,1155.73,-7.93457,-9.15527,14.6484
1.4112,577.793,-1638.89,1064.16,-5.49316,-7.93457,10.376
1.41124,536.462,-1607.58,1070.14,-5.49316,-9.15527,14.0381
1.41128,563.459,-1610.08,1044.81,-5.49316,-10.376,10.376
1.41132,497.219,-1605.35,1107.16,-3.05176,-11.5967,19.5313
1.41136,577.654,-1579.61,999.587,-3.66211,-7.93457,17.7002
1.4114,625.107,-1619.27,992.212,-4.88281,-8.54492,18.3105
1.41144,648.069,-1617.04,967.72,-2.44141,-9.76563,13.4277
1.41148,626.638,-1572.23,939.053,-6.10352,-9.76563,12.8174
1.41152,760.928,-1629.01,867.107,-9.15527,-13.4277,5.49316
1.41156,697.192,-1621.22,922.354,-6.10352,-14.0381,7.32422
1.4116,716.814,-1622.19,906.628,-5.49316,-9.15527,10.376
1.41164,724.329,-1608.41,881.997,-3.66211,-12.8174,8.54492
1.41168,762.458,-1586.15,812.834,-0.610352,-5.49316,22.583
1.41172,759.814,-1611.06,850.129,-1.2207,-9.15527,18.3105
1.41176,771.504,-1613.98,842.754,-2.44141,-12.207,13.4277
1.4118,765.52,-1604.1,837.466,-5.49316,-11.5967,14.6484
1.41184,857.644,-1611.06,744.924,-9.76563,-14.0381,3.66211
1.41188,804.346,-1606.05,801.284,-7.93457,-14.6484,4.88281
1.41192,816.453,-1608.97,791.543,-7.32422,-13.4277,6.10352
1.41196,844.006,-1611.2,761.902,-9.15527,-12.8174,5.49316
1.412,884.641,-1623.16,733.513,-3.05176,-9.15527,15.2588
1.41204,851.243,-1606.6,752.578,-2.44141,-10.376,15.8691
1.41208,858.062,-1602.71,741.863,-1.2207,-10.9863,14.6484
1.41212,881.997,-1605.91,721.128,-4.27246,-11.5967,14.6484
1.41216,849.434,-1568.47,713.892,-5.49316,-12.8174,6.71387
1.4122,917.344,-1608.13,691.208,-6.10352,-12.8174,0.610352
1.41224,934.321,-1608.55,670.334,-8.54492,-13.4277,3.05176
1.41228,930.286,-1605.91,673.535,-8.54492,-16.4795,4.27246
1.41232,855.974,-1568.75,710.552,-6.10352,-11.5967,6.71387
1.41236,937.383,-1600.48,661.15,-3.05176,-13.4277,10.9863
1.4124,972.451,-1594.78,618.984,-2.44141,-10.9863,14.6484
1.41244,991.516,-1594.78,601.589,-1.83105,-9.76563,13.4277
1.41248,1108.27,-1610.78,495.132,-1.2207,-9.76563,10.376
1.41252,1021.44,-1575.29,547.874,-7.32422,-14.6484,4.88281
1.41256,1050.52,-1583.64,532.148,-6.71387,-14.0381,1.83105
1.4126,1054,-1577.38,521.016,-3.66211,-12.8174,3.05176
1.41264,1058.73,-1595.19,544.255,-7.32422,-15.8691,6.10352
1.41268,1111.05,-1558.32,443.364,-3.66211,-10.376,6.10352
1.41272,1104.38,-1565.27,460.481,-1.83105,-9.76563,10.376
1.41276,1119.13,-1558.45,435.71,-2.44141,-12.8174,8.54492
1.4128,1120.66,-1541.62,419.707,-3.05176,-10.376,7.93457
1.41284,1119.27,-1497.92,366.826,-1.2207,-12.8174,7.93457
1.41288,1152.11,-1530.21,378.516,-1.2207,-9.15527,3.66211
1.41292,1168.25,-1526.03,355.554,-3.66211,-15.8691,2.44141
1.41296,1220.71,-1534.8,312.971,6.71387,-6.10352,18.3105
1.413,1227.53,-1545.65,319.512,-1.83105,-12.8174,8.54492
1.41304,1211.95,-1496.95,284.165,-4.88281,-8.54492,4.88281
1.41308,1215.56,-1490.96,275.537,-0.610352,-12.8174,6.71387
1.41312,1228.51,-1484,253.411,-1.2207,-10.9863,6.71387
1.41316,1270.25,-1484.98,211.802,1.83105,-14.0381,7.32422
1.4132,1198.17,-1427.92,222.517,-2.44141,-13.4277,3.05176
1.41324,1267.19,-1458.68,190.232,-6.71387,-15.2588,-1.2207
1.41328,1299.62,-1470.37,168.245,-15.8691,-0.610352,10.9863
1.41332,1291.13,-1438.64,145.283,-0.610352,-10.9863,4.27246
1.41336,1282.92,-1430.15,145.422,-2.44141,-11.5967,4.88281
1.4134,1303.79,-1423.19,116.199,1.83105,-12.207,5.49316
1.41344,1301.98,-1419.85,114.946,0.610352,-11.5967,7.93457
1.41348,1341.64,-1415.82,72.5024,-0.610352,-13.4277,3.05176
1.41352,1346.24,-1397.59,49.4019,-0.610352,-14.6484,0
1.41356,1372.4,-1435.58,62.6221,-3.05176,-13.4277,1.2207
1.4136,1390.21,-1396.75,9.88037,2.44141,-14.6484,2.44141
1.41364,1382.97,-1385.06,0.695801,0.610352,-9.15527,4.88281
1.41368,1390.07,-1380.05,-8.62793,7.93457,-10.9863,7.93457
1.41372,1449.21,-1393.41,-57.7515,7.93457,-11.5967,9.15527
1.41376,1410.67,-1344.43,-68.4668,5.49316,-12.207,7.93457
1.4138,1383.25,-1326.47,-59.6997,3.05176,-11.5967,3.66211
1.41384,1305.88,-1302.96,-0.695801,-0.610352,-12.8174,1.83105
1.41388,1516.71,-1337.61,-181.465,0,-14.6484,-2.44141
1.41392,1439.89,-1296.56,-144.309,0,-15.2588,-3.66211
1.41396,1547.18,-1347.07,-201.365,0,-12.8174,0.610352
1.414,1334.41,-1220.71,-117.59,1.2207,-14.0381,3.66211
1.41404,1479.41,-1262.18,-222.1,7.93457,-9.15527,9.15527
1.41408,1490.13,-1243.81,-248.958,3.05176,-6.71387,5.49316
1.41412,1489.71,-1219.74,-269.971,5.49316,-10.9863,7.93457
1.41416,1581.69,-1274.43,-300.168,0,-12.8174,-0.610352
1.4142,1495.14,-1145.71,-362.095,3.66211,-15.2588,0.610352
1.41424,1498.75,-1165.05,-333.149,2.44141,-13.4277,-6.71387
1.41428,1524.78,-1146.82,-380.881,-0.610352,-15.8691,-7.32422
1.41432,1529.09,-1140,-386.726,1.83105,-11.5967,1.83105
1.41436,1616.35,-1173.26,-441.277,6.10352,-7.93457,2.44141
1.4144,1549.83,-1092.13,-460.898,6.71387,-11.5967,1.83105
1.41444,1561.93,-1073.2,-488.73,9.76563,-11.5967,5.49316
1.41448,1577.38,-1083.78,-494.714,4.27246,-11.5967,2.44141
1.41452,1579.89,-1050.94,-531.174,3.05176,-14.0381,-4.27246
1.41456,1569.59,-1014.06,-557.476,4.88281,-12.8174,-2.44141
1.4146,1572.09,-996.804,-577.375,6.10352,-14.6484,-6.10352
1.41464,1519.49,-968.276,-551.074,6.10352,-10.9863,-2.44141
1.41468,1622.33,-961.179,-668.525,9.15527,-9.76563,0.610352
1.41472,1600.62,-963.267,-637.354,9.15527,-10.9863,4.27246
1.41476,1619.55,-941.975,-679.519,7.32422,-10.376,4.27246
1.4148,1604.66,-917.344,-687.729,10.376,-9.76563,1.2207
1.41484,1595.61,-909.133,-689.399,4.88281,-10.9863,-1.83105
1.41488,1608.69,-899.531,-710.413,6.71387,-12.8174,-3.05176
1.41492,1602.29,-869.89,-733.792,5.49316,-10.376,-1.83105
1.41496,1614.12,-865.994,-749.656,5.49316,-11.5967,-5.49316
1.415,1627.9,-821.88,-823.132,14.6484,-4.27246,3.66211
1.41504,1608.97,-849.851,-759.814,10.9863,-10.376,3.66211
1.41508,1599.65,-827.585,-774.009,10.376,-10.376,-1.2207
1.41512,1605.63,-808.381,-799.753,9.76563,-8.54492,-2.44141
1.41516,1731.43,-865.159,-875.039,4.27246,-15.2588,-7.32422
1.4152,1620.1,-798.779,-822.715,4.88281,-11.5967,-5.49316
1.41524,1619.55,-797.249,-824.385,5.49316,-12.8174,-8.54492
1.41528,1612.31,-787.09,-826.055,6.71387,-15.8691,-3.66211
1.41532,1664.63,-755.5,-919.431,9.15527,-14.0381,-3.66211
1.41536,1608.41,-768.582,-839.832,13.4277,-7.32422,3.66211
1.4154,1606.74,-749.377,-860.706,13.4277,-8.54492,5.49316
1.41544,1618.02,-744.507,-874.204,10.9863,-10.376,-1.2207
1.41548,1694.83,-762.737,-935.156,6.71387,-12.8174,-3.05176
1.41552,1589.77,-713.057,-877.544,3.05176,-12.207,-11.5967
1.41556,1610.5,-706.099,-905.237,4.88281,-14.0381,-12.207
1.4156,1608.55,-694.409,-916.926,6.71387,-15.2588,-9.15527
1.41564,1627.48,-685.085,-943.923,13.4277,-12.207,-9.15527
1.41568,1574.46,-686.477,-879.214,14.0381,-7.93457,3.05176
1.41572,1609.11,-655.723,-955.474,14.0381,-7.93457,1.2207
1.41576,1601.46,-636.379,-966.467,12.207,-8.54492,0
1.4158,1594.91,-621.907,-975.513,10.376,-9.15527,-0.610352
1.41584,1589.63,-599.502,-993.186,9.76563,-10.376,-3.05176
1.41588,1597.28,-591.292,-1008.91,4.27246,-13.4277,-10.9863
1.41592,1589.9,-571.252,-1020.18,4.27246,-15.2588,-12.8174
1.41596,1584.62,-559.146,-1027.7,7.32422,-11.5967,-10.9863
1.416,1582.81,-535.767,-1049.27,15.8691,-10.376,-6.71387
1.41604,1554.98,-518.928,-1036.19,12.8174,-8.54492,-1.83105
1.41608,1571.54,-506.404,-1065.83,15.8691,-6.71387,-0.610352
1.41612,1567.36,-484.556,-1084.34,12.207,-9.76563,1.83105
1.41616,1603.26,-445.869,-1161.15,10.376,-9.15527,-6.10352
1.4162,1561.52,-486.226,-1072.79,9.15527,-11.5967,-9.15527
1.41624,1571.67,-440.442,-1133.6,6.71387,-10.376,-9.15527
1.41628,1536.88,-411.357,-1126.22,8.54492,-12.207,-10.376
1.41632,1534.8,-386.169,-1150.58,7.32422,-11.5967,-9.15527
1.41636,1542.59,-378.516,-1169.5,14.0381,-7.93457,-4.88281
1.4164,1515.73,-351.101,-1166.02,16.4795,-9.76563,0.610352
1.41644,1499.45,-330.505,-1169.08,12.8174,-12.8174,-5.49316
1.41648,1475.52,-305.596,-1170.62,9.15527,-10.9863,-4.27246
1.41652,1498.89,-278.042,-1222.8,13.4277,-8.54492,-7.32422
1.41656,1465.63,-277.485,-1187.31,10.9863,-10.9863,-12.8174
1.4166,1468.28,-258.003,-1213.06,9.15527,-11.5967,-10.9863
1.41664,1454.5,-226.135,-1228.65,10.9863,-10.9863,-10.376
1.41668,1450.33,-209.436,-1244.09,15.8691,-7.93457,-1.2207
1.41672,1433.21,-206.931,-1224.33,11.5967,-7.93457,-7.32422
1.41676,1441,-177.986,-1264.13,11.5967,-10.9863,-8.54492
1.4168,1398.42,-139.995,-1259.82,12.8174,-8.54492,-6.71387
1.41684,1501.96,-168.245,-1332.6,8.54492,-12.207,-13.4277
1.41688,1479.41,-161.843,-1312.56,8.54492,-9.76563,-14.0381
1.41692,1316.87,-53.4375,-1260.65,9.76563,-9.76563,-14.6484
1.41696,1400.09,-92.2632,-1305.32,10.9863,-7.32422,-15.2588
1.417,1290.57,18.9258,-1317.71,10.376,-9.76563,-10.9863
1.41704,1390.35,-29.6411,-1359.04,11.5967,-7.32422,-7.32422
1.41708,1336.91,8.21045,-1346.93,13.4277,-6.71387,-6.71387
1.41712,1314.92,83.4961,-1404.13,10.9863,-7.32422,-12.8174
1.41716,1431.4,-3.61816,-1422.5,10.9863,-12.8174,-15.8691
1.4172,1307.13,79.8779,-1388.96,10.9863,-8.54492,-12.8174
1.41724,1337.05,106.318,-1445.04,9.76563,-12.207,-18.9209
1.41728,1302.54,134.15,-1437.25,10.376,-8.54492,-17.7002
1.41732,1288.76,143.057,-1431.96,14.0381,-9.15527,-13.4277
1.41736,1370.59,115.503,-1484,17.7002,-7.32422,-5.49316
1.4174,1271.37,205.957,-1478.3,17.0898,-6.71387,-10.376
1.41744,1266.22,231.423,-1497.22,12.8174,-7.93457,-7.93457
1.41748,1279.3,247.148,-1525.2,16.4795,-4.88281,-12.207
1.41752,1243.54,281.799,-1527.42,10.9863,-8.54492,-15.2588
1.41756,1221.27,320.068,-1542.17,9.15527,-9.15527,-20.1416
1.4176,1211.67,346.509,-1558.59,11.5967,-7.93457,-18.3105
1.41764,1285.14,328.557,-1609.67,15.8691,-9.15527,-14.6484
1.41768,1210.55,406.765,-1617.32,12.8174,-6.71387,-14.0381
1.41772,1149.6,431.953,-1581.56,17.7002,-6.10352,-10.376
1.41776,1123.58,474.675,-1600.06,19.5313,-5.49316,-7.93457
1.4178,1097.83,493.462,-1592.27,15.8691,-6.71387,-10.376
1.41784,1161.43,472.31,-1632.49,15.2588,-7.32422,-15.8691
1.41788,1069.03,550.657,-1620.38,14.6484,-7.93457,-17.7002
1.41792,1027.14,582.942,-1611.06,12.8174,-7.93457,-20.1416
1.41796,1020.46,607.573,-1630.96,13.4277,-9.76563,-18.9209
1.418,980.244,643.477,-1626.36,13.4277,-4.88281,-15.2588
1.41804,983.167,646.816,-1631.37,12.207,-6.10352,-12.8174
1.41808,947.263,674.788,-1624,17.0898,-6.10352,-7.93457
1.41812,942.532,688.286,-1631.24,15.2588,-6.10352,-14.6484
1.41816,965.354,692.461,-1660.18,14.0381,-8.54492,-18.3105
1.4182,906.628,729.756,-1637.92,13.4277,-6.71387,-20.1416
1.41824,891.877,734.766,-1626.64,10.9863,-7.32422,-20.752
1.41828,874.482,750.908,-1623.86,11.5967,-3.05176,-17.7002
1.41832,929.033,774.287,-1706.8,12.207,-9.15527,-20.752
1.41836,829.673,792.378,-1625.67,15.8691,-4.27246,-14.0381
1.4184,854.304,776.375,-1631.93,16.4795,-3.66211,-13.4277
1.41844,825.22,793.77,-1620.8,17.7002,-6.10352,-16.4795
1.41848,838.997,823.411,-1669.92,11.5967,-4.27246,-18.3105
1.41852,779.019,838.997,-1620.1,12.8174,-8.54492,-21.9727
1.41856,795.718,826.333,-1622.19,13.4277,-3.66211,-21.9727
1.4186,788.203,831.621,-1620.24,11.5967,-6.10352,-20.1416
1.41864,785.977,836.631,-1623.3,11.5967,-8.54492,-23.1934
1.41868,865.994,813.669,-1681.75,17.0898,-3.05176,-11.5967
1.41872,763.015,851.66,-1615.09,15.8691,-4.88281,-15.2588
1.41876,746.038,873.787,-1621.22,17.0898,-4.88281,-12.8174
1.4188,734.766,877.266,-1612.59,16.4795,-3.66211,-17.7002
1.41884,775.818,894.939,-1670.2,9.76563,-7.32422,-23.1934
1.41888,711.526,899.392,-1611.2,12.8174,-6.71387,-22.583
1.41892,707.769,906.907,-1615.09,11.5967,-9.15527,-23.1934
1.41896,688.147,930.564,-1619.55,12.207,-5.49316,-19.5313
1.419,660.176,958.118,-1620.8,16.4795,-3.66211,-16.4795
1.41904,652.661,952.412,-1606.05,15.8691,-3.66211,-14.0381
1.41908,637.493,974.539,-1612.59,14.0381,-4.27246,-15.8691
1.41912,612.444,984.976,-1598.25,18.3105,-1.83105,-15.8691
1.41916,602.703,987.898,-1587.82,15.2588,-3.66211,-17.7002
1.4192,551.909,1023.11,-1576.41,9.76563,-10.376,-25.6348
1.41924,553.997,1031.46,-1585.31,9.76563,-4.27246,-24.4141
1.41928,531.87,1047.6,-1580.02,7.32422,-4.27246,-23.1934
1.41932,462.847,1080.3,-1542.45,14.6484,-2.44141,-17.0898
1.41936,544.395,1062.77,-1608,16.4795,0,-14.0381
1.4194,475.649,1099.09,-1575.99,16.4795,-2.44141,-12.207
1.41944,446.704,1105.49,-1552.61,15.2588,1.2207,-15.2588
1.41948,340.664,1160.32,-1501.26,12.8174,-6.10352,-17.0898
1.41952,462.568,1096.72,-1554.56,7.32422,-10.376,-23.1934
1.41956,370.305,1156,-1525.89,11.5967,-2.44141,-26.8555
1.4196,349.57,1164.49,-1514.34,11.5967,-4.27246,-21.3623
1.41964,342.056,1134.85,-1472.87,12.207,-3.66211,-23.8037
1.41968,321.042,1197.33,-1519.63,15.2588,-3.05176,-18.9209
1.41972,303.091,1195.11,-1497.78,15.2588,-1.2207,-15.2588
1.41976,278.042,1205.13,-1483.03,14.0381,-1.2207,-13.4277
1.4198,155.859,1263.02,-1415.68,11.5967,-4.27246,-17.0898
1.41984,148.623,1247.29,-1396.75,10.9863,-2.44141,-20.752
1.41988,226.553,1254.95,-1483.73,12.207,-2.44141,-20.1416
1.41992,212.498,1240.75,-1454.22,12.8174,-5.49316,-19.5313
1.41996,237.268,1226,-1463.13,9.15527,-5.49316,-20.752
1.42,166.853,1293.77,-1471.9,12.8174,-3.05176,-15.2588
1.42004,75.7031,1319.66,-1405.66,14.6484,-3.05176,-15.8691
1.42008,134.429,1281.8,-1416.23,16.4795,-1.2207,-16.4795
1.42012,167.688,1251.47,-1410.94,9.76563,-3.05176,-17.7002
1.42016,135.542,1254.95,-1379.63,7.32422,-1.83105,-21.3623
1.4202,70.8325,1322.72,-1395.22,15.8691,-1.83105,-17.0898
1.42024,68.1885,1318.96,-1388.96,10.9863,-4.88281,-19.5313
1.42028,80.7129,1327.87,-1402.18,12.8174,-3.05176,-18.3105
1.42032,-37.7124,1363.49,-1327.17,14.0381,-3.05176,-12.8174
1.42036,10.0195,1362.52,-1372.54,15.8691,2.44141,-12.8174
1.4204,-60.813,1375.46,-1314.09,16.4795,-0.610352,-10.376
1.42044,-50.7935,1386.59,-1337.33,16.4795,-3.05176,-18.3105
1.42048,-58.7256,1390.91,-1333.71,13.4277,-1.2207,-15.8691
1.42052,-54.6899,1397.31,-1347.21,9.76563,-3.05176,-21.3623
1.42056,-104.788,1394.66,-1288.48,6.10352,-4.88281,-21.3623
1.4206,-98.8037,1408.58,-1312.42,13.4277,1.2207,-16.4795
1.42064,-164.626,1465.36,-1303.79,12.8174,-0.610352,-17.0898
1.42068,-111.467,1414.28,-1301.84,15.2588,-0.610352,-9.76563
1.42072,-223.63,1467.03,-1245.07,15.8691,0.610352,-13.4277
1.42076,-213.193,1467.17,-1255.78,15.8691,2.44141,-15.2588
1.4208,-237.546,1458.96,-1216.96,12.207,-0.610352,-21.3623
1.42084,-266.909,1515.31,-1253.42,10.376,-2.44141,-22.583
1.42088,-327.026,1503.49,-1174.79,7.93457,-2.44141,-23.1934
1.42092,-333.706,1514.2,-1183.28,9.15527,-2.44141,-21.9727
1.42096,-359.59,1516.43,-1155.86,12.8174,-0.610352,-17.0898
1.421,-250.071,1465.22,-1215.29,15.2588,-1.83105,-13.4277
1.42104,-418.176,1570.84,-1156.84,14.0381,1.2207,-10.376
1.42108,-434.736,1562.91,-1127.48,15.8691,1.2207,-7.32422
1.42112,-468.97,1577.38,-1110.08,14.0381,1.83105,-12.207
1.42116,-489.565,1613.84,-1136.24,7.93457,-0.610352,-16.4795
1.4212,-524.216,1618.29,-1098.39,6.10352,-3.05176,-23.8037
1.42124,-512.805,1588.1,-1076.82,6.10352,-1.83105,-25.0244
1.42128,-554.553,1602.57,-1048.15,7.93457,0.610352,-21.3623
1.42132,-552.605,1601.46,-1049.82,12.8174,1.2207,-17.7002
1.42136,-603.538,1638.05,-1040.64,12.8174,3.66211,-9.76563
1.4214,-616.062,1616.07,-1000.56,12.8174,1.83105,-10.9863
1.42144,-640.972,1630.96,-991.377,15.2588,2.44141,-12.8174
1.42148,-661.707,1661.15,-1006.13,15.8691,-1.2207,-12.8174
1.42152,-749.934,1680.78,-934.739,9.76563,0.610352,-18.9209
1.42156,-695.383,1618.15,-922.771,7.32422,-0.610352,-20.752
1.4216,-693.574,1628.03,-934.6,6.71387,-1.2207,-20.752
1.42164,-712.083,1628.73,-918.596,4.27246,0.610352,-17.7002
1.42168,-734.766,1655.31,-924.302,14.0381,3.66211,-13.4277
1.42172,-739.915,1630.68,-892.017,14.6484,1.2207,-12.207
1.42176,-735.74,1625.95,-891.46,10.376,1.2207,-11.5967
1.4218,-752.996,1615.09,-863.35,12.8174,3.05176,-9.76563
1.42184,-708.743,1587.54,-878.379,9.15527,1.2207,-21.3623
1.42188,-787.925,1626.23,-839.275,6.71387,-0.610352,-21.3623
1.42192,-790.43,1623.02,-834.543,6.71387,0.610352,-17.7002
1.42196,-797.109,1612.45,-817.566,7.32422,1.2207,-20.752
1.422,-900.645,1694.41,-802.119,9.76563,1.2207,-14.6484
1.42204,-826.194,1616.62,-791.265,9.15527,3.66211,-12.207
1.42208,-830.786,1611.89,-783.889,11.5967,1.83105,-11.5967
1.42212,-855.557,1607.44,-752.578,8.54492,1.83105,-12.207
1.42216,-946.567,1618.02,-666.299,4.88281,-0.610352,-15.8691
1.4222,-895.217,1616.9,-722.798,4.88281,1.83105,-15.8691
1.42224,-895.496,1606.05,-712.778,7.32422,2.44141,-15.8691
1.42228,-905.376,1599.51,-693.992,9.76563,-0.610352,-8.54492
1.42232,-1035.63,1656.84,-625.386,7.32422,2.44141,-17.7002
1.42236,-895.635,1575.01,-679.937,11.5967,3.05176,-9.15527
1.4224,-965.911,1594.08,-629.421,10.376,3.66211,-9.15527
1.42244,-980.94,1595.75,-617.036,9.76563,3.66211,-12.207
1.42248,-1149.18,1628.17,-479.407,4.88281,1.2207,-14.6484
1.42252,-985.532,1600.76,-621.35,0.610352,1.83105,-21.9727
1.42256,-1034.79,1586.84,-550.378,6.71387,-1.2207,-20.1416
1.4226,-1042.17,1565.83,-522.129,6.71387,2.44141,-15.2588
1.42264,-1195.39,1638.33,-447.817,6.10352,1.83105,-12.207
1.42268,-1125.39,1575.29,-451.714,8.54492,3.05176,-6.71387
1.42272,-1097.7,1569.59,-472.17,7.93457,6.10352,-9.15527
1.42276,-1123.16,1570.56,-448.096,7.93457,4.88281,-8.54492
1.4228,-1119.82,1557.76,-438.772,7.93457,4.88281,-9.15527
1.42284,-1172.01,1559.29,-391.875,6.10352,1.83105,-12.8174
1.42288,-1144.17,1538.83,-395.354,-0.610352,0.610352,-18.9209
1.42292,-1167.55,1538.97,-371.975,3.66211,1.83105,-18.9209
1.42296,-1240.47,1543.98,-297.664,3.05176,1.83105,-15.2588
1.423,-1271.23,1601.73,-338.298,5.49316,3.05176,-11.5967
1.42304,-1229.48,1542.87,-317.424,7.32422,4.88281,-6.71387
1.42308,-1198.45,1498.48,-300.029,8.54492,2.44141,-2.44141
1.42312,-1220.85,1499.73,-278.459,11.5967,3.66211,-7.93457
1.42316,-1243.81,1499.45,-252.158,3.66211,1.83105,-13.4277
1.4232,-1368.08,1527.14,-161.704,1.2207,0.610352,-12.8174
1.42324,-1243.12,1471.34,-231.006,2.44141,-0.610352,-15.2588
1.42328,-1375.32,1506.27,-133.315,-0.610352,0.610352,-13.4277
1.42332,-1260.65,1444.48,-182.161,7.32422,7.93457,-15.2588
1.42336,-1296.83,1441.84,-148.066,5.49316,-0.610352,-7.32422
1.4234,-1280.83,1425.7,-145.701,4.27246,4.88281,-4.27246
1.42344,-1301.15,1425.97,-126.218,8.54492,2.44141,-9.76563
1.42348,-1315.48,1407.6,-93.0981,6.71387,1.2207,-6.10352
1.42352,-1336.22,1382.56,-47.0361,4.88281,2.44141,-12.207
1.42356,-1324.67,1387.98,-65.9619,0,1.2207,-15.2588
1.4236,-1351.8,1381.16,-30.3369,1.83105,1.2207,-16.4795
1.42364,-1342.06,1363.91,-21.5698,-1.2207,1.2207,-13.4277
1.42368,-1375.18,1348.18,27.4146,4.88281,1.83105,-10.376
1.42372,-1296.42,1290.01,6.26221,3.66211,3.05176,-6.71387
1.42376,-1383.11,1322.86,60.6738,1.2207,1.2207,-7.93457
1.4238,-1370.17,1304.07,64.7095,0,4.27246,-10.9863
1.42384,-1382.7,1321.05,59.0039,-1.2207,-0.610352,-13.4277
1.42388,-1414.28,1263.85,161.565,-3.05176,-0.610352,-17.7002
1.42392,-1438.22,1305.46,131.924,-0.610352,0.610352,-13.4277
1.42396,-1445.04,1296,143.474,2.44141,4.88281,-6.71387
1.424,-1532.29,1317.29,218.899,2.44141,0.610352,-9.76563
1.42404,-1480.66,1288.76,189.119,1.2207,1.83105,-6.71387
1.42408,-1488.04,1267.89,218.76,1.2207,3.05176,-5.49316
1.42412,-1506.97,1250.21,257.168,3.05176,3.05176,-8.54492
1.42416,-1515.04,1248.96,266.213,-1.83105,-1.83105,-6.10352
1.4242,-1419.57,1181.19,239.773,-1.2207,0.610352,-13.4277
1.42424,-1548.44,1217.79,330.366,-3.05176,-0.610352,-9.15527
1.42428,-1537.16,1204.71,330.784,-3.66211,1.2207,-15.2588
1.42432,-1492.08,1170.34,322.017,-5.49316,-1.83105,-9.15527
1.42436,-1492.35,1126.78,365.017,4.27246,4.88281,-1.83105
1.4244,-1579.75,1158.79,420.542,0,3.05176,-0.610352
1.42444,-1582.39,1141.25,440.303,0.610352,3.05176,-4.88281
1.42448,-1673.96,1175.9,493.044,-3.05176,1.2207,-4.88281
1.42452,-1591.3,1074.04,527.278,-4.88281,0,-11.5967
1.42456,-1602.15,1085.31,514.753,-5.49316,-1.2207,-10.9863
1.4246,-1601.04,1066.8,533.123,-7.32422,-1.2207,-10.9863
1.42464,-1566.11,1021.71,542.585,-3.05176,1.83105,-4.88281
1.42468,-1498.75,953.665,545.09,0.610352,3.66211,1.2207
1.42472,-1621.91,1008.63,611.748,-1.2207,1.2207,-3.05176
1.42476,-1626.5,982.192,645.007,-3.66211,3.05176,0.610352
1.4248,-1616.07,963.127,652.8,-3.05176,3.05176,0.610352
1.42484,-1659.35,984.419,672.422,-6.71387,-2.44141,-8.54492
1.42488,-1618.99,934.182,682.441,-10.9863,-0.610352,-12.8174
1.42492,-1610.36,912.056,695.244,-12.8174,-4.88281,-14.0381
1.42496,-1627.48,899.531,727.808,-7.32422,-1.2207,-9.15527
1.425,-1550.24,890.068,656.001,-1.83105,3.05176,0.610352
1.42504,-1606.19,852.356,755.083,1.2207,2.44141,0
1.42508,-1608.97,835.796,773.591,-2.44141,2.44141,0.610352
1.42512,-1614.68,826.75,787.229,-2.44141,1.2207,0.610352
1.42516,-1643.9,835.935,809.495,-3.05176,3.05176,-4.88281
1.4252,-1615.65,797.805,818.401,-6.71387,1.83105,-9.15527
1.42524,-1588.37,788.621,801.145,-9.76563,-2.44141,-10.376
1.42528,-1609.11,783.054,824.524,-6.10352,0,-10.9863
1.42532,-1597.42,743.533,854.722,-6.71387,-1.2207,-4.27246
1.42536,-1609.8,754.109,858.062,-3.05176,1.2207,1.2207
1.4254,-1627.34,752.856,873.508,-3.05176,3.05176,3.66211
1.42544,-1597.84,719.458,876.013,-6.10352,1.83105,-2.44141
1.42548,-1608.69,717.788,889.651,-4.27246,1.2207,2.44141
1.42552,-1639.45,723.215,912.891,-6.71387,-1.2207,-6.10352
1.42556,-1610.78,691.904,917.9,-8.54492,-1.2207,-6.71387
1.4256,-1603.96,673.535,929.451,-6.71387,-2.44141,-3.66211
1.42564,-1555.11,646.121,902.871,-6.71387,-5.49316,-7.32422
1.42568,-1501.82,610.496,896.47,-6.10352,0,5.49316
1.42572,-1617.6,634.709,982.053,-2.44141,0,0.610352
1.42576,-1599.65,602.424,996.526,-3.66211,0.610352,3.05176
1.4258,-1598.81,593.657,1004.32,-5.49316,0,2.44141
1.42584,-1623.86,573.618,1053.16,-6.10352,7.32422,-11.5967
1.42588,-1588.1,549.265,1036.05,-9.15527,3.66211,-5.49316
1.42592,-1581.97,530.061,1051.77,-7.93457,-1.83105,0.610352
1.42596,-1580.58,509.326,1071.67,-8.54492,1.83105,-0.610352
1.426,-1591.99,488.313,1099.92,-6.71387,1.2207,6.10352
1.42604,-1543.29,457.28,1086.28,-0.610352,3.05176,9.15527
1.42608,-1556.37,433.066,1122.88,-4.88281,0.610352,4.88281
1.42612,-1560.68,421.099,1137.77,-5.49316,-0.610352,4.27246
1.42616,-1578.77,385.752,1191.49,-9.15527,-0.610352,0
1.4262,-1523.11,379.629,1142.09,-14.0381,-3.05176,-6.10352
1.42624,-1536.61,341.638,1195.39,-13.4277,-1.83105,0
1.42628,-1533.54,340.386,1191.77,-10.376,0,0
1.42632,-1496.67,287.783,1208.61,-7.32422,-0.610352,2.44141
1.42636,-1390.07,252.715,1136.24,-0.610352,4.88281,13.4277
